ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
14341	3804	中日韩 CJK 扩展 A		㠄	.	.	.			
14342	3805	中日韩 CJK 扩展 A		㠅	.	.	.			
14343	3806	中日韩 CJK 扩展 A		㠆	.	.	.			
14344	3807	中日韩 CJK 扩展 A		㠇	.	.	.			
14345	3808	中日韩 CJK 扩展 A		㠈	.	.	.			
14346	3809	中日韩 CJK 扩展 A		㠉	.	.	.			
14347	380A	中日韩 CJK 扩展 A		㠊	.	.	.			
14348	380B	中日韩 CJK 扩展 A		㠋	.	.	.			
14349	380C	中日韩 CJK 扩展 A		㠌	.	.	.			
14350	380D	中日韩 CJK 扩展 A		㠍	.	.	.			
14351	380E	中日韩 CJK 扩展 A		㠎	.	.	.			
14352	380F	中日韩 CJK 扩展 A		㠏	.	.	.			
14353	3810	中日韩 CJK 扩展 A		㠐	.	.	.			
14354	3811	中日韩 CJK 扩展 A		㠑	.	.	.			
14355	3812	中日韩 CJK 扩展 A		㠒	.	.	.			
14356	3813	中日韩 CJK 扩展 A		㠓	.	.	.			
14357	3814	中日韩 CJK 扩展 A		㠔	.	.	.			
14358	3815	中日韩 CJK 扩展 A		㠕	.	.	.			
14359	3816	中日韩 CJK 扩展 A		㠖	.	.	.			
14360	3817	中日韩 CJK 扩展 A		㠗	.	.	.			
14361	3818	中日韩 CJK 扩展 A		㠘	.	.	.			
14362	3819	中日韩 CJK 扩展 A		㠙	.	.	.			
14363	381A	中日韩 CJK 扩展 A		㠚	.	.	.			
14364	381B	中日韩 CJK 扩展 A		㠛	.	.	.			
14365	381C	中日韩 CJK 扩展 A		㠜	.	.	.			
14366	381D	中日韩 CJK 扩展 A		㠝	.	.	.			
14367	381E	中日韩 CJK 扩展 A		㠞	.	.	.			
14368	381F	中日韩 CJK 扩展 A		㠟	.	.	.			
14369	3820	中日韩 CJK 扩展 A		㠠	.	.	.			
14370	3821	中日韩 CJK 扩展 A		㠡	.	.	.			
14371	3822	中日韩 CJK 扩展 A		㠢	.	.	.			
14372	3823	中日韩 CJK 扩展 A		㠣	.	.	.			
14373	3824	中日韩 CJK 扩展 A		㠤	.	.	.			
14374	3825	中日韩 CJK 扩展 A		㠥	.	.	.			
14375	3826	中日韩 CJK 扩展 A		㠦	.	.	.			
14376	3827	中日韩 CJK 扩展 A		㠧	.	.	.			
14377	3828	中日韩 CJK 扩展 A		㠨	.	.	.			
14378	3829	中日韩 CJK 扩展 A		㠩	.	.	.			
14379	382A	中日韩 CJK 扩展 A		㠪	.	.	.			
14380	382B	中日韩 CJK 扩展 A		㠫	.	.	.			
14381	382C	中日韩 CJK 扩展 A		㠬	.	.	.			
14382	382D	中日韩 CJK 扩展 A		㠭	.	.	.			
14383	382E	中日韩 CJK 扩展 A		㠮	.	.	.			
14384	382F	中日韩 CJK 扩展 A		㠯	.	.	.			
14385	3830	中日韩 CJK 扩展 A		㠰	.	.	.			
14386	3831	中日韩 CJK 扩展 A		㠱	.	.	.			
14387	3832	中日韩 CJK 扩展 A		㠲	.	.	.			
14388	3833	中日韩 CJK 扩展 A		㠳	.	.	.			
14389	3834	中日韩 CJK 扩展 A		㠴	.	.	.			
14390	3835	中日韩 CJK 扩展 A		㠵	.	.	.			
14391	3836	中日韩 CJK 扩展 A		㠶	.	.	.			
14392	3837	中日韩 CJK 扩展 A		㠷	.	.	.			
14393	3838	中日韩 CJK 扩展 A		㠸	.	.	.			
14394	3839	中日韩 CJK 扩展 A		㠹	.	.	.			
14395	383A	中日韩 CJK 扩展 A		㠺	.	.	.			
14396	383B	中日韩 CJK 扩展 A		㠻	.	.	.			
14397	383C	中日韩 CJK 扩展 A		㠼	.	.	.			
14398	383D	中日韩 CJK 扩展 A		㠽	.	.	.			
14399	383E	中日韩 CJK 扩展 A		㠾	.	.	.			
14400	383F	中日韩 CJK 扩展 A		㠿	.	.	.			
14401	3840	中日韩 CJK 扩展 A		㡀	.	.	.			
14402	3841	中日韩 CJK 扩展 A		㡁	.	.	.			
14403	3842	中日韩 CJK 扩展 A		㡂	.	.	.			
14404	3843	中日韩 CJK 扩展 A		㡃	.	.	.			
14405	3844	中日韩 CJK 扩展 A		㡄	.	.	.			
14406	3845	中日韩 CJK 扩展 A		㡅	.	.	.			
14407	3846	中日韩 CJK 扩展 A		㡆	.	.	.			
14408	3847	中日韩 CJK 扩展 A		㡇	.	.	.			
14409	3848	中日韩 CJK 扩展 A		㡈	.	.	.			
14410	3849	中日韩 CJK 扩展 A		㡉	.	.	.			
14411	384A	中日韩 CJK 扩展 A		㡊	.	.	.			
14412	384B	中日韩 CJK 扩展 A		㡋	.	.	.			
14413	384C	中日韩 CJK 扩展 A		㡌	.	.	.			
14414	384D	中日韩 CJK 扩展 A		㡍	.	.	.			
14415	384E	中日韩 CJK 扩展 A		㡎	.	.	.			
14416	384F	中日韩 CJK 扩展 A		㡏	.	.	.			
14417	3850	中日韩 CJK 扩展 A		㡐	.	.	.			
14418	3851	中日韩 CJK 扩展 A		㡑	.	.	.			
14419	3852	中日韩 CJK 扩展 A		㡒	.	.	.			
14420	3853	中日韩 CJK 扩展 A		㡓	.	.	.			
14421	3854	中日韩 CJK 扩展 A		㡔	.	.	.			
14422	3855	中日韩 CJK 扩展 A		㡕	.	.	.			
14423	3856	中日韩 CJK 扩展 A		㡖	.	.	.			
14424	3857	中日韩 CJK 扩展 A		㡗	.	.	.			
14425	3858	中日韩 CJK 扩展 A		㡘	.	.	.			
14426	3859	中日韩 CJK 扩展 A		㡙	.	.	.			
14427	385A	中日韩 CJK 扩展 A		㡚	.	.	.			
14428	385B	中日韩 CJK 扩展 A		㡛	.	.	.			
14429	385C	中日韩 CJK 扩展 A		㡜	.	.	.			
14430	385D	中日韩 CJK 扩展 A		㡝	.	.	.			
14431	385E	中日韩 CJK 扩展 A		㡞	.	.	.			
14432	385F	中日韩 CJK 扩展 A		㡟	.	.	.			
14433	3860	中日韩 CJK 扩展 A		㡠	.	.	.			
14434	3861	中日韩 CJK 扩展 A		㡡	.	.	.			
14435	3862	中日韩 CJK 扩展 A		㡢	.	.	.			
14436	3863	中日韩 CJK 扩展 A		㡣	.	.	.			
14437	3864	中日韩 CJK 扩展 A		㡤	.	.	.			
14438	3865	中日韩 CJK 扩展 A		㡥	.	.	.			
14439	3866	中日韩 CJK 扩展 A		㡦	.	.	.			
14440	3867	中日韩 CJK 扩展 A		㡧	.	.	.			
14441	3868	中日韩 CJK 扩展 A		㡨	.	.	.			
14442	3869	中日韩 CJK 扩展 A		㡩	.	.	.			
14443	386A	中日韩 CJK 扩展 A		㡪	.	.	.			
14444	386B	中日韩 CJK 扩展 A		㡫	.	.	.			
14445	386C	中日韩 CJK 扩展 A		㡬	.	.	.			
14446	386D	中日韩 CJK 扩展 A		㡭	.	.	.			
14447	386E	中日韩 CJK 扩展 A		㡮	.	.	.			
14448	386F	中日韩 CJK 扩展 A		㡯	.	.	.			
14449	3870	中日韩 CJK 扩展 A		㡰	.	.	.			
14450	3871	中日韩 CJK 扩展 A		㡱	.	.	.			
14451	3872	中日韩 CJK 扩展 A		㡲	.	.	.			
14452	3873	中日韩 CJK 扩展 A		㡳	.	.	.			
14453	3874	中日韩 CJK 扩展 A		㡴	.	.	.			
14454	3875	中日韩 CJK 扩展 A		㡵	.	.	.			
14455	3876	中日韩 CJK 扩展 A		㡶	.	.	.			
14456	3877	中日韩 CJK 扩展 A		㡷	.	.	.			
14457	3878	中日韩 CJK 扩展 A		㡸	.	.	.			
14458	3879	中日韩 CJK 扩展 A		㡹	.	.	.			
14459	387A	中日韩 CJK 扩展 A		㡺	.	.	.			
14460	387B	中日韩 CJK 扩展 A		㡻	.	.	.			
14461	387C	中日韩 CJK 扩展 A		㡼	.	.	.			
14462	387D	中日韩 CJK 扩展 A		㡽	.	.	.			
14463	387E	中日韩 CJK 扩展 A		㡾	.	.	.			
14464	387F	中日韩 CJK 扩展 A		㡿	.	.	.			
14465	3880	中日韩 CJK 扩展 A		㢀	.	.	.			
14466	3881	中日韩 CJK 扩展 A		㢁	.	.	.			
14467	3882	中日韩 CJK 扩展 A		㢂	.	.	.			
14468	3883	中日韩 CJK 扩展 A		㢃	.	.	.			
14469	3884	中日韩 CJK 扩展 A		㢄	.	.	.			
14470	3885	中日韩 CJK 扩展 A		㢅	.	.	.			
14471	3886	中日韩 CJK 扩展 A		㢆	.	.	.			
14472	3887	中日韩 CJK 扩展 A		㢇	.	.	.			
14473	3888	中日韩 CJK 扩展 A		㢈	.	.	.			
14474	3889	中日韩 CJK 扩展 A		㢉	.	.	.			
14475	388A	中日韩 CJK 扩展 A		㢊	.	.	.			
14476	388B	中日韩 CJK 扩展 A		㢋	.	.	.			
14477	388C	中日韩 CJK 扩展 A		㢌	.	.	.			
14478	388D	中日韩 CJK 扩展 A		㢍	.	.	.			
14479	388E	中日韩 CJK 扩展 A		㢎	.	.	.			
14480	388F	中日韩 CJK 扩展 A		㢏	.	.	.			
14481	3890	中日韩 CJK 扩展 A		㢐	.	.	.			
14482	3891	中日韩 CJK 扩展 A		㢑	.	.	.			
14483	3892	中日韩 CJK 扩展 A		㢒	.	.	.			
14484	3893	中日韩 CJK 扩展 A		㢓	.	.	.			
14485	3894	中日韩 CJK 扩展 A		㢔	.	.	.			
14486	3895	中日韩 CJK 扩展 A		㢕	.	.	.			
14487	3896	中日韩 CJK 扩展 A		㢖	.	.	.			
14488	3897	中日韩 CJK 扩展 A		㢗	.	.	.			
14489	3898	中日韩 CJK 扩展 A		㢘	.	.	.			
14490	3899	中日韩 CJK 扩展 A		㢙	.	.	.			
14491	389A	中日韩 CJK 扩展 A		㢚	.	.	.			
14492	389B	中日韩 CJK 扩展 A		㢛	.	.	.			
14493	389C	中日韩 CJK 扩展 A		㢜	.	.	.			
14494	389D	中日韩 CJK 扩展 A		㢝	.	.	.			
14495	389E	中日韩 CJK 扩展 A		㢞	.	.	.			
14496	389F	中日韩 CJK 扩展 A		㢟	.	.	.			
14497	38A0	中日韩 CJK 扩展 A		㢠	.	.	.			
14498	38A1	中日韩 CJK 扩展 A		㢡	.	.	.			
14499	38A2	中日韩 CJK 扩展 A		㢢	.	.	.			
14500	38A3	中日韩 CJK 扩展 A		㢣	.	.	.			
14501	38A4	中日韩 CJK 扩展 A		㢤	.	.	.			
14502	38A5	中日韩 CJK 扩展 A		㢥	.	.	.			
14503	38A6	中日韩 CJK 扩展 A		㢦	.	.	.			
14504	38A7	中日韩 CJK 扩展 A		㢧	.	.	.			
14505	38A8	中日韩 CJK 扩展 A		㢨	.	.	.			
14506	38A9	中日韩 CJK 扩展 A		㢩	.	.	.			
14507	38AA	中日韩 CJK 扩展 A		㢪	.	.	.			
14508	38AB	中日韩 CJK 扩展 A		㢫	.	.	.			
14509	38AC	中日韩 CJK 扩展 A		㢬	.	.	.			
14510	38AD	中日韩 CJK 扩展 A		㢭	.	.	.			
14511	38AE	中日韩 CJK 扩展 A		㢮	.	.	.			
14512	38AF	中日韩 CJK 扩展 A		㢯	.	.	.			
14513	38B0	中日韩 CJK 扩展 A		㢰	.	.	.			
14514	38B1	中日韩 CJK 扩展 A		㢱	.	.	.			
14515	38B2	中日韩 CJK 扩展 A		㢲	.	.	.			
14516	38B3	中日韩 CJK 扩展 A		㢳	.	.	.			
14517	38B4	中日韩 CJK 扩展 A		㢴	.	.	.			
14518	38B5	中日韩 CJK 扩展 A		㢵	.	.	.			
14519	38B6	中日韩 CJK 扩展 A		㢶	.	.	.			
14520	38B7	中日韩 CJK 扩展 A		㢷	.	.	.			
14521	38B8	中日韩 CJK 扩展 A		㢸	.	.	.			
14522	38B9	中日韩 CJK 扩展 A		㢹	.	.	.			
14523	38BA	中日韩 CJK 扩展 A		㢺	.	.	.			
14524	38BB	中日韩 CJK 扩展 A		㢻	.	.	.			
14525	38BC	中日韩 CJK 扩展 A		㢼	.	.	.			
14526	38BD	中日韩 CJK 扩展 A		㢽	.	.	.			
14527	38BE	中日韩 CJK 扩展 A		㢾	.	.	.			
14528	38BF	中日韩 CJK 扩展 A		㢿	.	.	.			
14529	38C0	中日韩 CJK 扩展 A		㣀	.	.	.			
14530	38C1	中日韩 CJK 扩展 A		㣁	.	.	.			
14531	38C2	中日韩 CJK 扩展 A		㣂	.	.	.			
14532	38C3	中日韩 CJK 扩展 A		㣃	.	.	.			
14533	38C4	中日韩 CJK 扩展 A		㣄	.	.	.			
14534	38C5	中日韩 CJK 扩展 A		㣅	.	.	.			
14535	38C6	中日韩 CJK 扩展 A		㣆	.	.	.			
14536	38C7	中日韩 CJK 扩展 A		㣇	.	.	.			
14537	38C8	中日韩 CJK 扩展 A		㣈	.	.	.			
14538	38C9	中日韩 CJK 扩展 A		㣉	.	.	.			
14539	38CA	中日韩 CJK 扩展 A		㣊	.	.	.			
14540	38CB	中日韩 CJK 扩展 A		㣋	.	.	.			
14541	38CC	中日韩 CJK 扩展 A		㣌	.	.	.			
14542	38CD	中日韩 CJK 扩展 A		㣍	.	.	.			
14543	38CE	中日韩 CJK 扩展 A		㣎	.	.	.			
14544	38CF	中日韩 CJK 扩展 A		㣏	.	.	.			
14545	38D0	中日韩 CJK 扩展 A		㣐	.	.	.			
14546	38D1	中日韩 CJK 扩展 A		㣑	.	.	.			
14547	38D2	中日韩 CJK 扩展 A		㣒	.	.	.			
14548	38D3	中日韩 CJK 扩展 A		㣓	.	.	.			
14549	38D4	中日韩 CJK 扩展 A		㣔	.	.	.			
14550	38D5	中日韩 CJK 扩展 A		㣕	.	.	.			
14551	38D6	中日韩 CJK 扩展 A		㣖	.	.	.			
14552	38D7	中日韩 CJK 扩展 A		㣗	.	.	.			
14553	38D8	中日韩 CJK 扩展 A		㣘	.	.	.			
14554	38D9	中日韩 CJK 扩展 A		㣙	.	.	.			
14555	38DA	中日韩 CJK 扩展 A		㣚	.	.	.			
14556	38DB	中日韩 CJK 扩展 A		㣛	.	.	.			
14557	38DC	中日韩 CJK 扩展 A		㣜	.	.	.			
14558	38DD	中日韩 CJK 扩展 A		㣝	.	.	.			
14559	38DE	中日韩 CJK 扩展 A		㣞	.	.	.			
14560	38DF	中日韩 CJK 扩展 A		㣟	.	.	.			
14561	38E0	中日韩 CJK 扩展 A		㣠	.	.	.			
14562	38E1	中日韩 CJK 扩展 A		㣡	.	.	.			
14563	38E2	中日韩 CJK 扩展 A		㣢	.	.	.			
14564	38E3	中日韩 CJK 扩展 A		㣣	.	.	.			
14565	38E4	中日韩 CJK 扩展 A		㣤	.	.	.			
14566	38E5	中日韩 CJK 扩展 A		㣥	.	.	.			
14567	38E6	中日韩 CJK 扩展 A		㣦	.	.	.			
14568	38E7	中日韩 CJK 扩展 A		㣧	.	.	.			
14569	38E8	中日韩 CJK 扩展 A		㣨	.	.	.			
14570	38E9	中日韩 CJK 扩展 A		㣩	.	.	.			
14571	38EA	中日韩 CJK 扩展 A		㣪	.	.	.			
14572	38EB	中日韩 CJK 扩展 A		㣫	.	.	.			
14573	38EC	中日韩 CJK 扩展 A		㣬	.	.	.			
14574	38ED	中日韩 CJK 扩展 A		㣭	.	.	.			
14575	38EE	中日韩 CJK 扩展 A		㣮	.	.	.			
14576	38EF	中日韩 CJK 扩展 A		㣯	.	.	.			
14577	38F0	中日韩 CJK 扩展 A		㣰	.	.	.			
14578	38F1	中日韩 CJK 扩展 A		㣱	.	.	.			
14579	38F2	中日韩 CJK 扩展 A		㣲	.	.	.			
14580	38F3	中日韩 CJK 扩展 A		㣳	.	.	.			
14581	38F4	中日韩 CJK 扩展 A		㣴	.	.	.			
14582	38F5	中日韩 CJK 扩展 A		㣵	.	.	.			
14583	38F6	中日韩 CJK 扩展 A		㣶	.	.	.			
14584	38F7	中日韩 CJK 扩展 A		㣷	.	.	.			
14585	38F8	中日韩 CJK 扩展 A		㣸	.	.	.			
14586	38F9	中日韩 CJK 扩展 A		㣹	.	.	.			
14587	38FA	中日韩 CJK 扩展 A		㣺	.	.	.			
14588	38FB	中日韩 CJK 扩展 A		㣻	.	.	.			
14589	38FC	中日韩 CJK 扩展 A		㣼	.	.	.			
14590	38FD	中日韩 CJK 扩展 A		㣽	.	.	.			
14591	38FE	中日韩 CJK 扩展 A		㣾	.	.	.			
14592	38FF	中日韩 CJK 扩展 A		㣿	.	.	.			
14593	3900	中日韩 CJK 扩展 A		㤀	.	.	.			
14594	3901	中日韩 CJK 扩展 A		㤁	.	.	.			
14595	3902	中日韩 CJK 扩展 A		㤂	.	.	.			
14596	3903	中日韩 CJK 扩展 A		㤃	.	.	.			
14597	3904	中日韩 CJK 扩展 A		㤄	.	.	.			
14598	3905	中日韩 CJK 扩展 A		㤅	.	.	.			
14599	3906	中日韩 CJK 扩展 A		㤆	.	.	.			
14600	3907	中日韩 CJK 扩展 A		㤇	.	.	.			
14601	3908	中日韩 CJK 扩展 A		㤈	.	.	.			
14602	3909	中日韩 CJK 扩展 A		㤉	.	.	.			
14603	390A	中日韩 CJK 扩展 A		㤊	.	.	.			
14604	390B	中日韩 CJK 扩展 A		㤋	.	.	.			
14605	390C	中日韩 CJK 扩展 A		㤌	.	.	.			
14606	390D	中日韩 CJK 扩展 A		㤍	.	.	.			
14607	390E	中日韩 CJK 扩展 A		㤎	.	.	.			
14608	390F	中日韩 CJK 扩展 A		㤏	.	.	.			
14609	3910	中日韩 CJK 扩展 A		㤐	.	.	.			
14610	3911	中日韩 CJK 扩展 A		㤑	.	.	.			
14611	3912	中日韩 CJK 扩展 A		㤒	.	.	.			
14612	3913	中日韩 CJK 扩展 A		㤓	.	.	.			
14613	3914	中日韩 CJK 扩展 A		㤔	.	.	.			
14614	3915	中日韩 CJK 扩展 A		㤕	.	.	.			
14615	3916	中日韩 CJK 扩展 A		㤖	.	.	.			
14616	3917	中日韩 CJK 扩展 A		㤗	.	.	.			
14617	3918	中日韩 CJK 扩展 A		㤘	.	.	.			
14618	3919	中日韩 CJK 扩展 A		㤙	.	.	.			
14619	391A	中日韩 CJK 扩展 A		㤚	.	.	.			
14620	391B	中日韩 CJK 扩展 A		㤛	.	.	.			
14621	391C	中日韩 CJK 扩展 A		㤜	.	.	.			
14622	391D	中日韩 CJK 扩展 A		㤝	.	.	.			
14623	391E	中日韩 CJK 扩展 A		㤞	.	.	.			
14624	391F	中日韩 CJK 扩展 A		㤟	.	.	.			
14625	3920	中日韩 CJK 扩展 A		㤠	.	.	.			
14626	3921	中日韩 CJK 扩展 A		㤡	.	.	.			
14627	3922	中日韩 CJK 扩展 A		㤢	.	.	.			
14628	3923	中日韩 CJK 扩展 A		㤣	.	.	.			
14629	3924	中日韩 CJK 扩展 A		㤤	.	.	.			
14630	3925	中日韩 CJK 扩展 A		㤥	.	.	.			
14631	3926	中日韩 CJK 扩展 A		㤦	.	.	.			
14632	3927	中日韩 CJK 扩展 A		㤧	.	.	.			
14633	3928	中日韩 CJK 扩展 A		㤨	.	.	.			
14634	3929	中日韩 CJK 扩展 A		㤩	.	.	.			
14635	392A	中日韩 CJK 扩展 A		㤪	.	.	.			
14636	392B	中日韩 CJK 扩展 A		㤫	.	.	.			
14637	392C	中日韩 CJK 扩展 A		㤬	.	.	.			
14638	392D	中日韩 CJK 扩展 A		㤭	.	.	.			
14639	392E	中日韩 CJK 扩展 A		㤮	.	.	.			
14640	392F	中日韩 CJK 扩展 A		㤯	.	.	.			
14641	3930	中日韩 CJK 扩展 A		㤰	.	.	.			
14642	3931	中日韩 CJK 扩展 A		㤱	.	.	.			
14643	3932	中日韩 CJK 扩展 A		㤲	.	.	.			
14644	3933	中日韩 CJK 扩展 A		㤳	.	.	.			
14645	3934	中日韩 CJK 扩展 A		㤴	.	.	.			
14646	3935	中日韩 CJK 扩展 A		㤵	.	.	.			
14647	3936	中日韩 CJK 扩展 A		㤶	.	.	.			
14648	3937	中日韩 CJK 扩展 A		㤷	.	.	.			
14649	3938	中日韩 CJK 扩展 A		㤸	.	.	.			
14650	3939	中日韩 CJK 扩展 A		㤹	.	.	.			
14651	393A	中日韩 CJK 扩展 A		㤺	.	.	.			
14652	393B	中日韩 CJK 扩展 A		㤻	.	.	.			
14653	393C	中日韩 CJK 扩展 A		㤼	.	.	.			
14654	393D	中日韩 CJK 扩展 A		㤽	.	.	.			
14655	393E	中日韩 CJK 扩展 A		㤾	.	.	.			
14656	393F	中日韩 CJK 扩展 A		㤿	.	.	.			
14657	3940	中日韩 CJK 扩展 A		㥀	.	.	.			
14658	3941	中日韩 CJK 扩展 A		㥁	.	.	.			
14659	3942	中日韩 CJK 扩展 A		㥂	.	.	.			
14660	3943	中日韩 CJK 扩展 A		㥃	.	.	.			
14661	3944	中日韩 CJK 扩展 A		㥄	.	.	.			
14662	3945	中日韩 CJK 扩展 A		㥅	.	.	.			
14663	3946	中日韩 CJK 扩展 A		㥆	.	.	.			
14664	3947	中日韩 CJK 扩展 A		㥇	.	.	.			
14665	3948	中日韩 CJK 扩展 A		㥈	.	.	.			
14666	3949	中日韩 CJK 扩展 A		㥉	.	.	.			
14667	394A	中日韩 CJK 扩展 A		㥊	.	.	.			
14668	394B	中日韩 CJK 扩展 A		㥋	.	.	.			
14669	394C	中日韩 CJK 扩展 A		㥌	.	.	.			
14670	394D	中日韩 CJK 扩展 A		㥍	.	.	.			
14671	394E	中日韩 CJK 扩展 A		㥎	.	.	.			
14672	394F	中日韩 CJK 扩展 A		㥏	.	.	.			
14673	3950	中日韩 CJK 扩展 A		㥐	.	.	.			
14674	3951	中日韩 CJK 扩展 A		㥑	.	.	.			
14675	3952	中日韩 CJK 扩展 A		㥒	.	.	.			
14676	3953	中日韩 CJK 扩展 A		㥓	.	.	.			
14677	3954	中日韩 CJK 扩展 A		㥔	.	.	.			
14678	3955	中日韩 CJK 扩展 A		㥕	.	.	.			
14679	3956	中日韩 CJK 扩展 A		㥖	.	.	.			
14680	3957	中日韩 CJK 扩展 A		㥗	.	.	.			
14681	3958	中日韩 CJK 扩展 A		㥘	.	.	.			
14682	3959	中日韩 CJK 扩展 A		㥙	.	.	.			
14683	395A	中日韩 CJK 扩展 A		㥚	.	.	.			
14684	395B	中日韩 CJK 扩展 A		㥛	.	.	.			
14685	395C	中日韩 CJK 扩展 A		㥜	.	.	.			
14686	395D	中日韩 CJK 扩展 A		㥝	.	.	.			
14687	395E	中日韩 CJK 扩展 A		㥞	.	.	.			
14688	395F	中日韩 CJK 扩展 A		㥟	.	.	.			
14689	3960	中日韩 CJK 扩展 A		㥠	.	.	.			
14690	3961	中日韩 CJK 扩展 A		㥡	.	.	.			
14691	3962	中日韩 CJK 扩展 A		㥢	.	.	.			
14692	3963	中日韩 CJK 扩展 A		㥣	.	.	.			
14693	3964	中日韩 CJK 扩展 A		㥤	.	.	.			
14694	3965	中日韩 CJK 扩展 A		㥥	.	.	.			
14695	3966	中日韩 CJK 扩展 A		㥦	.	.	.			
14696	3967	中日韩 CJK 扩展 A		㥧	.	.	.			
14697	3968	中日韩 CJK 扩展 A		㥨	.	.	.			
14698	3969	中日韩 CJK 扩展 A		㥩	.	.	.			
14699	396A	中日韩 CJK 扩展 A		㥪	.	.	.			
14700	396B	中日韩 CJK 扩展 A		㥫	.	.	.			
14701	396C	中日韩 CJK 扩展 A		㥬	.	.	.			
14702	396D	中日韩 CJK 扩展 A		㥭	.	.	.			
14703	396E	中日韩 CJK 扩展 A		㥮	.	.	.			
14704	396F	中日韩 CJK 扩展 A		㥯	.	.	.			
14705	3970	中日韩 CJK 扩展 A		㥰	.	.	.			
14706	3971	中日韩 CJK 扩展 A		㥱	.	.	.			
14707	3972	中日韩 CJK 扩展 A		㥲	.	.	.			
14708	3973	中日韩 CJK 扩展 A		㥳	.	.	.			
14709	3974	中日韩 CJK 扩展 A		㥴	.	.	.			
14710	3975	中日韩 CJK 扩展 A		㥵	.	.	.			
14711	3976	中日韩 CJK 扩展 A		㥶	.	.	.			
14712	3977	中日韩 CJK 扩展 A		㥷	.	.	.			
14713	3978	中日韩 CJK 扩展 A		㥸	.	.	.			
14714	3979	中日韩 CJK 扩展 A		㥹	.	.	.			
14715	397A	中日韩 CJK 扩展 A		㥺	.	.	.			
14716	397B	中日韩 CJK 扩展 A		㥻	.	.	.			
14717	397C	中日韩 CJK 扩展 A		㥼	.	.	.			
14718	397D	中日韩 CJK 扩展 A		㥽	.	.	.			
14719	397E	中日韩 CJK 扩展 A		㥾	.	.	.			
14720	397F	中日韩 CJK 扩展 A		㥿	.	.	.			
14721	3980	中日韩 CJK 扩展 A		㦀	.	.	.			
14722	3981	中日韩 CJK 扩展 A		㦁	.	.	.			
14723	3982	中日韩 CJK 扩展 A		㦂	.	.	.			
14724	3983	中日韩 CJK 扩展 A		㦃	.	.	.			
14725	3984	中日韩 CJK 扩展 A		㦄	.	.	.			
14726	3985	中日韩 CJK 扩展 A		㦅	.	.	.			
14727	3986	中日韩 CJK 扩展 A		㦆	.	.	.			
14728	3987	中日韩 CJK 扩展 A		㦇	.	.	.			
14729	3988	中日韩 CJK 扩展 A		㦈	.	.	.			
14730	3989	中日韩 CJK 扩展 A		㦉	.	.	.			
14731	398A	中日韩 CJK 扩展 A		㦊	.	.	.			
14732	398B	中日韩 CJK 扩展 A		㦋	.	.	.			
14733	398C	中日韩 CJK 扩展 A		㦌	.	.	.			
14734	398D	中日韩 CJK 扩展 A		㦍	.	.	.			
14735	398E	中日韩 CJK 扩展 A		㦎	.	.	.			
14736	398F	中日韩 CJK 扩展 A		㦏	.	.	.			
14737	3990	中日韩 CJK 扩展 A		㦐	.	.	.			
14738	3991	中日韩 CJK 扩展 A		㦑	.	.	.			
14739	3992	中日韩 CJK 扩展 A		㦒	.	.	.			
14740	3993	中日韩 CJK 扩展 A		㦓	.	.	.			
14741	3994	中日韩 CJK 扩展 A		㦔	.	.	.			
14742	3995	中日韩 CJK 扩展 A		㦕	.	.	.			
14743	3996	中日韩 CJK 扩展 A		㦖	.	.	.			
14744	3997	中日韩 CJK 扩展 A		㦗	.	.	.			
14745	3998	中日韩 CJK 扩展 A		㦘	.	.	.			
14746	3999	中日韩 CJK 扩展 A		㦙	.	.	.			
14747	399A	中日韩 CJK 扩展 A		㦚	.	.	.			
14748	399B	中日韩 CJK 扩展 A		㦛	.	.	.			
14749	399C	中日韩 CJK 扩展 A		㦜	.	.	.			
14750	399D	中日韩 CJK 扩展 A		㦝	.	.	.			
14751	399E	中日韩 CJK 扩展 A		㦞	.	.	.			
14752	399F	中日韩 CJK 扩展 A		㦟	.	.	.			
14753	39A0	中日韩 CJK 扩展 A		㦠	.	.	.			
14754	39A1	中日韩 CJK 扩展 A		㦡	.	.	.			
14755	39A2	中日韩 CJK 扩展 A		㦢	.	.	.			
14756	39A3	中日韩 CJK 扩展 A		㦣	.	.	.			
14757	39A4	中日韩 CJK 扩展 A		㦤	.	.	.			
14758	39A5	中日韩 CJK 扩展 A		㦥	.	.	.			
14759	39A6	中日韩 CJK 扩展 A		㦦	.	.	.			
14760	39A7	中日韩 CJK 扩展 A		㦧	.	.	.			
14761	39A8	中日韩 CJK 扩展 A		㦨	.	.	.			
14762	39A9	中日韩 CJK 扩展 A		㦩	.	.	.			
14763	39AA	中日韩 CJK 扩展 A		㦪	.	.	.			
14764	39AB	中日韩 CJK 扩展 A		㦫	.	.	.			
14765	39AC	中日韩 CJK 扩展 A		㦬	.	.	.			
14766	39AD	中日韩 CJK 扩展 A		㦭	.	.	.			
14767	39AE	中日韩 CJK 扩展 A		㦮	.	.	.			
14768	39AF	中日韩 CJK 扩展 A		㦯	.	.	.			
14769	39B0	中日韩 CJK 扩展 A		㦰	.	.	.			
14770	39B1	中日韩 CJK 扩展 A		㦱	.	.	.			
14771	39B2	中日韩 CJK 扩展 A		㦲	.	.	.			
14772	39B3	中日韩 CJK 扩展 A		㦳	.	.	.			
